event_time,event_offset,event_type,subj_id,subj_num,list_num,word,ser_pos,pres_num,test_pos,freq,strength,num_pres,type,test_resp,test_resp_int,resp_correct,resp_time,p1_ser_pos,p1_event_time,p2_ser_pos,p2_event_time,p3_ser_pos,p3_event_time,p4_ser_pos,p4_event_time,p5_ser_pos,p5_event_time,eoffset,esrc
1320936674705,1,TEST_WORD,ir_eeg_002,20,1,SHALL,0,0,2,HI,NA,0,LURE,OLD,1,False,272,0,0,0,0,0,0,0,0,0,0,378.59828833,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320936680486,1,TEST_WORD,ir_eeg_002,20,1,HEAVY,0,0,5,HI,WEAK,1,TARGET,OLD,1,True,747,8,1320936531799,0,0,0,0,0,0,0,0,384.379293945,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320936687684,1,TEST_WORD,ir_eeg_002,20,1,VESTS,0,0,8,LO,NA,0,LURE,NEW,0,True,701,0,0,0,0,0,0,0,0,0,0,391.577301025,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320936689949,1,TEST_WORD,ir_eeg_002,20,1,GROUP,0,0,9,HI,NA,0,LURE,NEW,0,True,629,0,0,0,0,0,0,0,0,0,0,393.842303223,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320936692432,1,TEST_WORD,ir_eeg_002,20,1,BRIBES,0,0,10,LO,WEAK,1,TARGET,OLD,1,True,528,39,1320936597479,0,0,0,0,0,0,0,0,396.325305664,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320936694997,1,TEST_WORD,ir_eeg_002,20,1,LEAKED,0,0,11,LO,STRONG,3,TARGET,OLD,1,True,540,24,1320936566272,27,1320936572753,54,1320936629635,0,0,0,0,398.890308105,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320936697414,1,TEST_WORD,ir_eeg_002,20,1,DESK,0,0,12,HI,STRONG,3,TARGET,OLD,1,True,731,4,1320936523519,38,1320936595496,53,1320936627586,0,0,0,0,401.307310547,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320936699613,1,TEST_WORD,ir_eeg_002,20,1,SOOT,0,0,13,LO,STRONG,3,TARGET,OLD,1,True,612,6,1320936527701,28,1320936574902,49,1320936619088,0,0,0,0,403.506312744,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320936701945,1,TEST_WORD,ir_eeg_002,20,1,WEIRD,0,0,14,HI,NA,0,LURE,NEW,0,True,664,0,0,0,0,0,0,0,0,0,0,405.838314941,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320936704445,1,TEST_WORD,ir_eeg_002,20,1,NINE,0,0,15,HI,WEAK,1,TARGET,OLD,1,True,868,21,1320936559874,0,0,0,0,0,0,0,0,408.338317383,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320936706661,1,TEST_WORD,ir_eeg_002,20,1,OILS,0,0,16,LO,NA,0,LURE,NEW,0,True,1148,0,0,0,0,0,0,0,0,0,0,410.55431958,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320936708959,1,TEST_WORD,ir_eeg_002,20,1,MANY,0,0,17,HI,NA,0,LURE,NEW,0,True,962,0,0,0,0,0,0,0,0,0,0,412.852321777,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320936716358,1,TEST_WORD,ir_eeg_002,20,1,PIPS,0,0,20,LO,NA,0,LURE,NEW,0,True,763,0,0,0,0,0,0,0,0,0,0,420.251329102,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320936718607,1,TEST_WORD,ir_eeg_002,20,1,ARSENIC,0,0,21,LO,WEAK,1,TARGET,OLD,1,True,738,18,1320936553326,0,0,0,0,0,0,0,0,422.500331299,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320936720840,1,TEST_WORD,ir_eeg_002,20,1,SMUT,0,0,22,LO,WEAK,1,TARGET,OLD,1,True,569,46,1320936612740,0,0,0,0,0,0,0,0,424.733333496,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320936730337,1,TEST_WORD,ir_eeg_002,20,1,HOTS,0,0,26,LO,WEAK,1,TARGET,OLD,1,True,607,9,1320936533815,0,0,0,0,0,0,0,0,434.230342773,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320936732586,1,TEST_WORD,ir_eeg_002,20,1,FEUD,0,0,27,LO,NA,0,LURE,NEW,0,True,823,0,0,0,0,0,0,0,0,0,0,436.479344971,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320936735135,1,TEST_WORD,ir_eeg_002,20,1,BLOB,0,0,28,LO,NA,0,LURE,NEW,0,True,658,0,0,0,0,0,0,0,0,0,0,439.028347412,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320936747448,1,TEST_WORD,ir_eeg_002,20,1,MOST,0,0,33,HI,NA,0,LURE,OLD,1,False,1080,0,0,0,0,0,0,0,0,0,0,451.341359375,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320936749980,1,TEST_WORD,ir_eeg_002,20,1,MISTER,0,0,34,HI,NA,0,LURE,NEW,0,True,1284,0,0,0,0,0,0,0,0,0,0,453.873362061,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320936752213,1,TEST_WORD,ir_eeg_002,20,1,FRET,0,0,35,LO,WEAK,1,TARGET,OLD,1,True,1164,47,1320936614723,0,0,0,0,0,0,0,0,456.106364014,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320936754663,1,TEST_WORD,ir_eeg_002,20,1,DRAPE,0,0,36,LO,NA,0,LURE,NEW,0,True,762,0,0,0,0,0,0,0,0,0,0,458.556366455,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320936757228,1,TEST_WORD,ir_eeg_002,20,1,TROUGH,0,0,37,LO,NA,0,LURE,NEW,0,True,1124,0,0,0,0,0,0,0,0,0,0,461.121369141,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320936766825,1,TEST_WORD,ir_eeg_002,20,1,SMELL,0,0,41,HI,STRONG,3,TARGET,OLD,1,True,855,3,1320936521519,43,1320936606259,67,1320936656810,0,0,0,0,470.718378418,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320936769191,1,TEST_WORD,ir_eeg_002,20,1,BLAME,0,0,42,HI,STRONG,3,TARGET,OLD,1,True,681,14,1320936544545,34,1320936587265,64,1320936650612,0,0,0,0,473.084380859,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320936773840,1,TEST_WORD,ir_eeg_002,20,1,LAWYER,0,0,44,HI,NA,0,LURE,NEW,0,True,816,0,0,0,0,0,0,0,0,0,0,477.733385254,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320936776406,1,TEST_WORD,ir_eeg_002,20,1,SKATERS,0,0,45,LO,NA,0,LURE,NEW,0,True,1114,0,0,0,0,0,0,0,0,0,0,480.299387695,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320936778922,1,TEST_WORD,ir_eeg_002,20,1,HOODS,0,0,46,LO,NA,0,LURE,NEW,0,True,806,0,0,0,0,0,0,0,0,0,0,482.815390381,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320936786186,1,TEST_WORD,ir_eeg_002,20,1,RIDE,0,0,49,HI,NA,0,LURE,NEW,0,True,838,0,0,0,0,0,0,0,0,0,0,490.079397461,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320936788402,1,TEST_WORD,ir_eeg_002,20,1,PRIVY,0,0,50,LO,STRONG,3,TARGET,OLD,1,True,766,16,1320936548993,48,1320936616856,68,1320936659009,0,0,0,0,492.295399658,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320936793250,1,TEST_WORD,ir_eeg_002,20,1,GIRLY,0,0,52,LO,STRONG,3,TARGET,OLD,1,True,669,13,1320936542563,31,1320936581134,60,1320936642414,0,0,0,0,497.143404297,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320936795483,1,TEST_WORD,ir_eeg_002,20,1,TRAPEZE,0,0,53,LO,NA,0,LURE,NEW,0,True,884,0,0,0,0,0,0,0,0,0,0,499.376406494,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320936797916,1,TEST_WORD,ir_eeg_002,20,1,MEANT,0,0,54,HI,NA,0,LURE,NEW,0,True,1123,0,0,0,0,0,0,0,0,0,0,501.809408936,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320936800481,1,TEST_WORD,ir_eeg_002,20,1,RAISE,0,0,55,HI,NA,0,LURE,nul,-1,False,1800,0,0,0,0,0,0,0,0,0,0,504.374411377,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320936802764,1,TEST_WORD,ir_eeg_002,20,1,INHALER,0,0,56,LO,NA,0,LURE,NEW,0,True,1427,0,0,0,0,0,0,0,0,0,0,506.657413574,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320936805113,1,TEST_WORD,ir_eeg_002,20,1,COLD,0,0,57,HI,STRONG,3,TARGET,OLD,1,True,551,22,1320936562123,26,1320936570587,61,1320936644397,0,0,0,0,509.006416016,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320936807613,1,TEST_WORD,ir_eeg_002,20,1,STEP,0,0,58,HI,STRONG,3,TARGET,OLD,1,True,1139,23,1320936564189,44,1320936608259,69,1320936661275,0,0,0,0,511.506418457,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320936809977,1,TEST_WORD,ir_eeg_002,20,1,CREME,0,0,59,LO,WEAK,1,TARGET,OLD,1,True,599,65,1320936652745,0,0,0,0,0,0,0,0,513.870420654,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320936812394,1,TEST_WORD,ir_eeg_002,20,1,LOGO,0,0,60,LO,NA,0,LURE,NEW,0,True,693,0,0,0,0,0,0,0,0,0,0,516.287423096,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320936814627,1,TEST_WORD,ir_eeg_002,20,1,HAND,0,0,61,HI,WEAK,1,TARGET,OLD,1,True,1339,71,1320936665291,0,0,0,0,0,0,0,0,518.520425293,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320936816975,1,TEST_WORD,ir_eeg_002,20,1,LORD,0,0,62,HI,NA,0,LURE,NEW,0,True,640,0,0,0,0,0,0,0,0,0,0,520.86842749,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320936819492,1,TEST_WORD,ir_eeg_002,20,1,AGAINST,0,0,63,HI,NA,0,LURE,NEW,0,True,603,0,0,0,0,0,0,0,0,0,0,523.385429932,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320936824457,1,TEST_WORD,ir_eeg_002,20,1,STOUT,0,0,65,LO,STRONG,3,TARGET,NEW,0,False,1142,19,1320936555642,29,1320936576984,58,1320936638033,0,0,0,0,528.350434814,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320936826989,1,TEST_WORD,ir_eeg_002,20,1,DOCTOR,0,0,66,HI,NA,0,LURE,NEW,0,True,610,0,0,0,0,0,0,0,0,0,0,530.882437256,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320936829289,1,TEST_WORD,ir_eeg_002,20,1,STICKUP,0,0,67,LO,NA,0,LURE,NEW,0,True,645,0,0,0,0,0,0,0,0,0,0,533.182439453,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320936831738,1,TEST_WORD,ir_eeg_002,20,1,CRAM,0,0,68,LO,STRONG,3,TARGET,OLD,1,True,661,10,1320936536031,30,1320936578983,55,1320936631901,0,0,0,0,535.631441895,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320936834104,1,TEST_WORD,ir_eeg_002,20,1,THROW,0,0,69,HI,NA,0,LURE,NEW,0,True,1351,0,0,0,0,0,0,0,0,0,0,537.997444336,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320936841302,1,TEST_WORD,ir_eeg_002,20,1,VACATE,0,0,72,LO,STRONG,3,TARGET,OLD,1,True,761,2,1320936519270,42,1320936604043,70,1320936663258,0,0,0,0,545.195451416,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320937056518,1,TEST_WORD,ir_eeg_002,20,2,ATTIRE,0,0,1,LO,WEAK,1,TARGET,nul,-1,False,1800,36,1320936974543,0,0,0,0,0,0,0,0,760.411662109,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320937062033,1,TEST_WORD,ir_eeg_002,20,2,LASH,0,0,4,LO,STRONG,3,TARGET,OLD,1,True,905,15,1320936929474,43,1320936989389,53,1320937010832,0,0,0,0,765.92666748,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320937064015,1,TEST_WORD,ir_eeg_002,20,2,CHIEF,0,0,5,HI,WEAK,1,TARGET,OLD,1,True,1052,29,1320936959448,0,0,0,0,0,0,0,0,767.908669434,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320937066281,1,TEST_WORD,ir_eeg_002,20,2,VINES,0,0,6,LO,NA,0,LURE,NEW,0,True,738,0,0,0,0,0,0,0,0,0,0,770.174671631,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320937068514,1,TEST_WORD,ir_eeg_002,20,2,LUSH,0,0,7,LO,NA,0,LURE,NEW,0,True,729,0,0,0,0,0,0,0,0,0,0,772.407673828,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320937070846,1,TEST_WORD,ir_eeg_002,20,2,WHILE,0,0,8,HI,WEAK,1,TARGET,OLD,1,True,717,5,1320936908031,0,0,0,0,0,0,0,0,774.739676025,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320937073412,1,TEST_WORD,ir_eeg_002,20,2,STINGY,0,0,9,LO,NA,0,LURE,NEW,0,True,807,0,0,0,0,0,0,0,0,0,0,777.305678467,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320937078194,1,TEST_WORD,ir_eeg_002,20,2,QUIET,0,0,11,HI,WEAK,1,TARGET,OLD,1,True,1369,52,1320937008833,0,0,0,0,0,0,0,0,782.087683105,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320937087625,1,TEST_WORD,ir_eeg_002,20,2,MESSAGE,0,0,15,HI,NA,0,LURE,NEW,0,True,609,0,0,0,0,0,0,0,0,0,0,791.518692383,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320937089841,1,TEST_WORD,ir_eeg_002,20,2,DROP,0,0,16,HI,NA,0,LURE,NEW,0,True,618,0,0,0,0,0,0,0,0,0,0,793.73469458,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320937092423,1,TEST_WORD,ir_eeg_002,20,2,ICON,0,0,17,LO,STRONG,3,TARGET,OLD,1,True,899,20,1320936940321,33,1320936968112,51,1320937006717,0,0,0,0,796.316697021,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320937094988,1,TEST_WORD,ir_eeg_002,20,2,PEACE,0,0,18,HI,NA,0,LURE,NEW,0,True,846,0,0,0,0,0,0,0,0,0,0,798.881699707,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320937097188,1,TEST_WORD,ir_eeg_002,20,2,MACHINE,0,0,19,HI,NA,0,LURE,NEW,0,True,789,0,0,0,0,0,0,0,0,0,0,801.081701904,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320937099637,1,TEST_WORD,ir_eeg_002,20,2,UNDER,0,0,20,HI,NA,0,LURE,NEW,0,True,693,0,0,0,0,0,0,0,0,0,0,803.530704102,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320937104269,1,TEST_WORD,ir_eeg_002,20,2,ROUND,0,0,22,HI,WEAK,1,TARGET,OLD,1,True,701,54,1320937013065,0,0,0,0,0,0,0,0,808.16270874,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320937106485,1,TEST_WORD,ir_eeg_002,20,2,REALTOR,0,0,23,LO,NA,0,LURE,NEW,0,True,677,0,0,0,0,0,0,0,0,0,0,810.378710938,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320937108885,1,TEST_WORD,ir_eeg_002,20,2,DISOBEY,0,0,24,LO,NA,0,LURE,NEW,0,True,581,0,0,0,0,0,0,0,0,0,0,812.778713135,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320937113533,1,TEST_WORD,ir_eeg_002,20,2,FULL,0,0,26,HI,WEAK,1,TARGET,OLD,1,True,1213,49,1320937002468,0,0,0,0,0,0,0,0,817.426717773,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320937118198,1,TEST_WORD,ir_eeg_002,20,2,EVASION,0,0,28,LO,NA,0,LURE,NEW,0,True,516,0,0,0,0,0,0,0,0,0,0,822.091722412,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320937120731,1,TEST_WORD,ir_eeg_002,20,2,WILD,0,0,29,HI,WEAK,1,TARGET,OLD,1,True,735,9,1320936916745,0,0,0,0,0,0,0,0,824.624724854,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320937123330,1,TEST_WORD,ir_eeg_002,20,2,FOUR,0,0,30,HI,NA,0,LURE,NEW,0,True,600,0,0,0,0,0,0,0,0,0,0,827.223727295,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320937125896,1,TEST_WORD,ir_eeg_002,20,2,FERTILE,0,0,31,LO,NA,0,LURE,NEW,0,True,818,0,0,0,0,0,0,0,0,0,0,829.78972998,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320937128378,1,TEST_WORD,ir_eeg_002,20,2,EMERGE,0,0,32,LO,WEAK,1,TARGET,OLD,1,True,1232,35,1320936972427,0,0,0,0,0,0,0,0,832.271732422,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320937130678,1,TEST_WORD,ir_eeg_002,20,2,JIFFY,0,0,33,LO,NA,0,LURE,NEW,0,True,628,0,0,0,0,0,0,0,0,0,0,834.571734619,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320937133127,1,TEST_WORD,ir_eeg_002,20,2,HOPE,0,0,34,HI,WEAK,1,TARGET,OLD,1,True,915,27,1320936955083,0,0,0,0,0,0,0,0,837.020737061,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320937135576,1,TEST_WORD,ir_eeg_002,20,2,LOCK,0,0,35,HI,NA,0,LURE,nul,-1,False,1800,0,0,0,0,0,0,0,0,0,0,839.469739258,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320937138109,1,TEST_WORD,ir_eeg_002,20,2,PERM,0,0,36,LO,WEAK,1,TARGET,OLD,1,True,1036,46,1320936995887,0,0,0,0,0,0,0,0,842.002741943,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320937140491,1,TEST_WORD,ir_eeg_002,20,2,COOK,0,0,37,HI,STRONG,3,TARGET,NEW,0,False,1071,19,1320936938188,25,1320936950801,71,1320937049037,0,0,0,0,844.384744141,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320937142989,1,TEST_WORD,ir_eeg_002,20,2,CURSING,0,0,38,LO,STRONG,3,TARGET,NEW,0,False,844,8,1320936914496,28,1320936957266,65,1320937036457,0,0,0,0,846.882746582,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320937145523,1,TEST_WORD,ir_eeg_002,20,2,LADY,0,0,39,HI,STRONG,3,TARGET,OLD,1,True,919,23,1320936946602,40,1320936983041,70,1320937046854,0,0,0,0,849.416749023,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320937147756,1,TEST_WORD,ir_eeg_002,20,2,LOSE,0,0,40,HI,STRONG,3,TARGET,OLD,1,True,606,11,1320936920894,31,1320936963747,64,1320937034225,0,0,0,0,851.649751221,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320937150155,1,TEST_WORD,ir_eeg_002,20,2,CONTROL,0,0,41,HI,NA,0,LURE,NEW,0,True,702,0,0,0,0,0,0,0,0,0,0,854.048753662,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320937152687,1,TEST_WORD,ir_eeg_002,20,2,SUEDE,0,0,42,LO,NA,0,LURE,nul,-1,False,1800,0,0,0,0,0,0,0,0,0,0,856.580756104,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320937155153,1,TEST_WORD,ir_eeg_002,20,2,INTRO,0,0,43,LO,NA,0,LURE,NEW,0,True,985,0,0,0,0,0,0,0,0,0,0,859.046758545,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320937157453,1,TEST_WORD,ir_eeg_002,20,2,GENT,0,0,44,LO,NA,0,LURE,nul,-1,False,1800,0,0,0,0,0,0,0,0,0,0,861.346760742,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320937159752,1,TEST_WORD,ir_eeg_002,20,2,MILK,0,0,45,HI,NA,0,LURE,NEW,0,True,1184,0,0,0,0,0,0,0,0,0,0,863.645762939,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320937162168,1,TEST_WORD,ir_eeg_002,20,2,COUNT,0,0,46,HI,STRONG,3,TARGET,OLD,1,True,1137,13,1320936925109,26,1320936953017,66,1320937038573,0,0,0,0,866.061765381,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320937164534,1,TEST_WORD,ir_eeg_002,20,2,MYTHS,0,0,47,LO,STRONG,3,TARGET,OLD,1,True,1140,6,1320936910097,32,1320936965780,69,1320937044905,0,0,0,0,868.427767822,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320937166766,1,TEST_WORD,ir_eeg_002,20,2,PLANE,0,0,48,HI,NA,0,LURE,NEW,0,True,1067,0,0,0,0,0,0,0,0,0,0,870.65977002,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320937169132,1,TEST_WORD,ir_eeg_002,20,2,BIRD,0,0,49,HI,NA,0,LURE,NEW,0,True,605,0,0,0,0,0,0,0,0,0,0,873.025772217,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320937171665,1,TEST_WORD,ir_eeg_002,20,2,TONES,0,0,50,LO,STRONG,3,TARGET,NEW,0,False,1368,1,1320936899534,47,1320936997935,56,1320937016996,0,0,0,0,875.558774658,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320937174264,1,TEST_WORD,ir_eeg_002,20,2,CASH,0,0,51,HI,STRONG,3,TARGET,OLD,1,True,913,3,1320936904032,45,1320936993787,68,1320937042839,0,0,0,0,878.157777344,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320937176647,1,TEST_WORD,ir_eeg_002,20,2,SMOTHER,0,0,52,LO,NA,0,LURE,NEW,0,True,1138,0,0,0,0,0,0,0,0,0,0,880.540779541,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320937181678,1,TEST_WORD,ir_eeg_002,20,2,HEAVEN,0,0,54,HI,NA,0,LURE,NEW,0,True,667,0,0,0,0,0,0,0,0,0,0,885.571784424,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320937184261,1,TEST_WORD,ir_eeg_002,20,2,SMILE,0,0,55,HI,STRONG,3,TARGET,OLD,1,True,707,22,1320936944653,44,1320936991671,59,1320937023395,0,0,0,0,888.154787109,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320937188893,1,TEST_WORD,ir_eeg_002,20,2,QUARTS,0,0,57,LO,STRONG,3,TARGET,OLD,1,True,1372,12,1320936923043,37,1320936976526,55,1320937014996,0,0,0,0,892.786791504,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320937191425,1,TEST_WORD,ir_eeg_002,20,2,ESCAPE,0,0,58,HI,STRONG,3,TARGET,OLD,1,True,1048,4,1320936906098,48,1320937000152,62,1320937030009,0,0,0,0,895.318793945,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320937193990,1,TEST_WORD,ir_eeg_002,20,2,MOTELS,0,0,59,LO,WEAK,1,TARGET,NEW,0,False,851,67,1320937040839,0,0,0,0,0,0,0,0,897.883796631,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320937196340,1,TEST_WORD,ir_eeg_002,20,2,LAMBS,0,0,60,LO,WEAK,1,TARGET,NEW,0,False,628,72,1320937051153,0,0,0,0,0,0,0,0,900.233798828,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320937201172,1,TEST_WORD,ir_eeg_002,20,2,SOAPS,0,0,62,LO,STRONG,3,TARGET,OLD,1,True,1237,16,1320936931757,39,1320936980875,60,1320937025711,0,0,0,0,905.065803467,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320937203505,1,TEST_WORD,ir_eeg_002,20,2,SHUTTER,0,0,63,LO,STRONG,3,TARGET,OLD,1,True,808,18,1320936936022,42,1320936987373,61,1320937028027,0,0,0,0,907.398805908,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320937205904,1,TEST_WORD,ir_eeg_002,20,2,JUMP,0,0,64,HI,NA,0,LURE,NEW,0,True,1160,0,0,0,0,0,0,0,0,0,0,909.797808105,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320937208353,1,TEST_WORD,ir_eeg_002,20,2,HERO,0,0,65,HI,NA,0,LURE,NEW,0,True,1240,0,0,0,0,0,0,0,0,0,0,912.246810547,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
1320937210736,1,TEST_WORD,ir_eeg_002,20,2,WRIT,0,0,66,LO,NA,0,LURE,NEW,0,True,809,0,0,0,0,0,0,0,0,0,0,914.629812988,<ptsa.data.hdf5wrapper.HDF5Wrapper object at 0x7f369bf924d0>
